Airport,Terminal,Date,Hour,Average Wait time (US citizen),Max Wait time (US citizen),Average Wait Time (non-US citizen),Max Wait time (non-US citizen),Average Wait time for all passengers,Max Wait time for all passengers,0-15 min,16-30 min,31-45 min,46-60 min,61-90 min,91-120 min,120 plus min,no. of passengers excluded ,Total,Flights,Booths,,,
ATL,Concourse E,5/8/2022,2000 - 2100,8,21,8,20,8,21,152,30,0,0,0,0,0,6,188,1,18,,,
ATL,Concourse F,5/8/2022,0500 - 0600,2,7,2,7,2,7,135,0,0,0,0,0,0,4,139,1,7,,,
ATL,Concourse F,5/8/2022,0600 - 0700,9,26,11,27,10,27,150,59,0,0,0,0,0,6,215,1,7,,,
ATL,Concourse F,5/8/2022,0700 - 0800,8,33,40,83,29,83,174,79,61,83,68,0,0,16,481,2,8,,,
ATL,Concourse F,5/8/2022,0800 - 0900,5,16,60,93,45,93,79,3,2,39,77,10,0,6,216,1,6,,,
ATL,Concourse F,5/8/2022,0900 - 1000,11,32,29,55,19,55,193,146,68,34,0,0,0,14,455,2,6,,,
ATL,Concourse F,5/8/2022,1000 - 1100,7,16,5,10,7,16,183,11,0,0,0,0,0,3,197,1,5,,,
ATL,Concourse F,5/8/2022,1100 - 1200,11,31,15,31,12,31,276,198,9,0,0,0,0,9,492,3,6,,,
ATL,Concourse F,5/8/2022,1200 - 1300,15,29,22,34,17,34,83,157,17,0,0,0,0,4,261,1,12,,,
ATL,Concourse F,5/8/2022,1300 - 1400,8,38,23,49,15,49,514,200,143,15,0,0,0,25,897,4,12,,,
ATL,Concourse F,5/8/2022,1400 - 1500,27,52,31,53,29,53,0,82,39,8,0,0,0,4,133,1,12,,,
ATL,Concourse F,5/8/2022,1500 - 1600,6,30,13,30,9,30,206,62,0,0,0,0,0,9,277,1,13,,,
ATL,Concourse F,5/8/2022,1600 - 1700,20,111,49,113,36,113,177,158,44,37,71,61,0,14,562,3,12,,,
ATL,Concourse F,5/8/2022,1700 - 1800,20,52,20,51,20,52,123,151,57,11,0,0,0,10,352,2,8,,,
ATL,Concourse F,5/8/2022,1800 - 1900,7,17,8,16,7,17,306,9,0,0,0,0,0,9,324,2,12,,,
ATL,Concourse F,5/8/2022,1900 - 2000,4,17,8,17,5,17,326,12,0,0,0,0,0,12,350,2,13,,,
ATL,Concourse F,5/8/2022,2000 - 2100,9,54,16,54,10,54,702,130,37,8,0,0,0,30,907,5,21,,,
ATL,Concourse F,5/8/2022,2100 - 2200,3,14,6,14,4,14,305,0,0,0,0,0,0,8,313,1,25,,,
ATL,Concourse E,5/9/2022,0800 - 0900,0,0,2,6,2,6,10,0,0,0,0,0,0,1,11,1,1,,,
ATL,Concourse E,5/9/2022,1300 - 1400,2,13,10,35,6,35,219,8,21,0,0,0,0,6,254,1,23,,,
ATL,Concourse E,5/9/2022,1400 - 1500,7,33,11,29,8,33,680,130,9,0,0,0,0,24,843,4,22,,,
ATL,Concourse E,5/9/2022,1500 - 1600,8,39,11,34,9,39,551,135,17,0,0,0,0,19,722,5,23,,,
ATL,Concourse E,5/9/2022,1600 - 1700,12,35,17,47,13,47,496,281,40,2,0,0,0,22,841,6,22,,,
ATL,Concourse E,5/9/2022,1700 - 1800,14,54,16,65,15,65,387,180,56,22,3,0,0,17,665,4,21,,,
ATL,Concourse E,5/9/2022,1800 - 1900,9,41,12,51,9,51,1287,326,45,3,0,0,0,44,1705,10,25,,,
ATL,Concourse E,5/9/2022,1900 - 2000,8,34,9,24,8,34,426,74,3,0,0,0,0,15,518,3,22,,,
ATL,Concourse E,5/9/2022,2000 - 2100,11,70,27,71,22,71,150,74,4,19,40,0,0,8,295,1,27,,,
ATL,Concourse F,5/9/2022,0500 - 0600,2,9,4,9,3,9,131,0,0,0,0,0,0,5,136,1,12,,,
ATL,Concourse F,5/9/2022,0600 - 0700,8,22,10,26,9,26,263,89,0,0,0,0,0,9,361,2,11,,,
ATL,Concourse F,5/9/2022,0700 - 0800,2,20,9,22,7,22,225,54,0,0,0,0,0,5,284,1,9,,,
ATL,Concourse F,5/9/2022,1000 - 1100,4,15,9,20,6,20,336,31,0,0,0,0,0,11,378,2,9,,,
ATL,Concourse F,5/9/2022,1100 - 1200,3,12,6,17,4,17,324,6,0,0,0,0,0,6,336,2,7,,,
ATL,Concourse F,5/9/2022,1200 - 1300,4,14,7,17,6,17,142,5,0,0,0,0,0,4,151,1,7,,,
ATL,Concourse F,5/9/2022,1300 - 1400,3,31,16,39,12,39,229,59,48,0,0,0,0,9,345,2,8,,,
ATL,Concourse F,5/9/2022,1400 - 1500,5,50,38,66,28,66,167,35,154,72,20,0,0,14,462,2,14,,,
ATL,Concourse F,5/9/2022,1500 - 1600,21,65,36,72,30,72,110,160,112,80,39,0,0,21,522,2,12,,,
ATL,Concourse F,5/9/2022,1600 - 1700,17,46,54,87,28,87,110,183,57,29,54,0,0,12,445,3,10,,,
ATL,Concourse F,5/9/2022,1700 - 1800,22,60,42,70,28,70,141,215,139,75,32,0,0,19,621,4,13,,,
ATL,Concourse F,5/9/2022,1800 - 1900,23,54,38,57,30,57,25,41,47,29,0,0,0,4,146,1,13,,,
ATL,Concourse F,5/9/2022,1900 - 2000,14,59,34,72,25,72,130,73,58,40,23,0,0,11,335,2,9,,,
ATL,Concourse F,5/9/2022,2000 - 2100,29,63,40,65,30,65,117,290,526,57,10,0,0,23,1023,6,16,,,
ATL,Concourse E,5/10/2022,1200 - 1300,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,1,1,,,
ATL,Concourse E,5/10/2022,1300 - 1400,15,67,15,39,15,67,237,135,60,0,1,0,0,16,449,2,21,,,
ATL,Concourse E,5/10/2022,1400 - 1500,3,44,12,44,7,44,440,79,5,0,0,0,0,18,542,3,19,,,
ATL,Concourse E,5/10/2022,1500 - 1600,4,20,10,24,6,24,477,61,0,0,0,0,0,16,554,3,23,,,
ATL,Concourse E,5/10/2022,1600 - 1700,6,26,10,37,7,37,403,37,3,0,0,0,0,15,458,4,18,,,
ATL,Concourse E,5/10/2022,1700 - 1800,10,51,16,50,11,51,620,287,19,7,0,0,0,28,961,7,18,,,
ATL,Concourse E,5/10/2022,1800 - 1900,10,60,12,60,10,60,951,328,40,7,0,0,0,38,1364,9,26,,,
ATL,Concourse E,5/10/2022,1900 - 2000,5,21,5,21,5,21,441,82,0,0,0,0,0,10,533,3,21,,,
ATL,Concourse E,5/10/2022,2000 - 2100,9,24,14,23,10,24,123,44,0,0,0,0,0,6,173,1,21,,,
ATL,Concourse F,5/10/2022,0500 - 0600,2,10,5,10,3,10,153,0,0,0,0,0,0,1,154,1,10,,,
ATL,Concourse F,5/10/2022,0600 - 0700,5,20,11,25,8,25,309,92,0,0,0,0,0,9,410,2,10,,,
ATL,Concourse F,5/10/2022,0700 - 0800,4,26,18,34,13,34,276,151,37,0,0,0,0,12,476,2,9,,,
ATL,Concourse F,5/10/2022,0800 - 0900,2,9,4,9,2,9,209,0,0,0,0,0,0,4,213,1,9,,,
ATL,Concourse F,5/10/2022,1000 - 1100,7,21,16,37,11,37,284,69,34,0,0,0,0,10,397,2,9,,,
ATL,Concourse F,5/10/2022,1100 - 1200,11,31,14,31,12,31,324,183,4,0,0,0,0,16,527,3,8,,,
ATL,Concourse F,5/10/2022,1200 - 1300,6,22,10,22,9,22,111,33,0,0,0,0,0,3,147,1,7,,,
ATL,Concourse F,5/10/2022,1300 - 1400,5,24,16,30,12,30,272,146,0,0,0,0,0,8,426,2,14,,,
ATL,Concourse F,5/10/2022,1400 - 1500,6,23,11,25,9,25,253,58,0,0,0,0,0,10,321,2,12,,,
ATL,Concourse F,5/10/2022,1500 - 1600,3,32,11,32,6,32,458,72,4,0,0,0,0,17,551,3,16,,,
ATL,Concourse F,5/10/2022,1600 - 1700,12,67,39,72,24,72,355,195,125,97,42,0,0,26,840,4,14,,,
ATL,Concourse F,5/10/2022,1700 - 1800,10,27,18,31,10,31,151,64,2,0,0,0,0,7,224,1,10,,,
ATL,Concourse F,5/10/2022,1800 - 1900,5,22,11,25,7,25,262,28,0,0,0,0,0,9,299,2,12,,,
ATL,Concourse F,5/10/2022,1900 - 2000,8,60,14,67,10,67,424,77,2,15,8,0,0,25,551,3,18,,,
ATL,Concourse F,5/10/2022,2000 - 2100,7,36,11,34,8,36,747,84,8,0,0,0,0,16,855,5,17,,,
ATL,Concourse E,5/11/2022,1300 - 1400,6,27,9,23,7,27,363,86,0,0,0,0,0,10,459,2,24,,,
ATL,Concourse E,5/11/2022,1400 - 1500,7,34,15,35,10,35,434,133,14,0,0,0,0,18,599,3,20,,,
ATL,Concourse E,5/11/2022,1500 - 1600,4,17,6,19,5,19,407,19,0,0,0,0,0,14,440,3,22,,,
ATL,Concourse E,5/11/2022,1600 - 1700,11,43,22,55,14,55,632,293,76,23,0,0,0,32,1056,8,23,,,
ATL,Concourse E,5/11/2022,1700 - 1800,2,10,4,9,2,10,128,0,0,0,0,0,0,4,132,1,13,,,
ATL,Concourse E,5/11/2022,1800 - 1900,9,34,14,34,10,34,803,436,7,0,0,0,0,37,1283,8,23,,,
ATL,Concourse E,5/11/2022,1900 - 2000,14,52,23,52,17,52,381,447,112,7,0,0,0,22,969,5,23,,,
ATL,Concourse F,5/11/2022,0500 - 0600,7,28,14,28,10,28,242,103,0,0,0,0,0,8,353,2,10,,,
ATL,Concourse F,5/11/2022,0700 - 0800,6,64,38,71,28,71,283,80,108,113,88,0,0,17,689,3,9,,,
ATL,Concourse F,5/11/2022,1100 - 1200,12,34,25,56,18,56,348,239,95,41,0,0,0,19,742,4,9,,,
ATL,Concourse F,5/11/2022,1300 - 1400,4,22,14,30,9,30,228,100,0,0,0,0,0,11,339,2,15,,,
ATL,Concourse F,5/11/2022,1400 - 1500,14,39,25,45,20,45,114,119,80,0,0,0,0,8,321,2,12,,,
ATL,Concourse F,5/11/2022,1500 - 1600,13,48,35,48,25,48,50,50,87,10,0,0,0,4,201,1,12,,,
ATL,Concourse F,5/11/2022,1600 - 1700,13,61,23,67,17,67,410,296,74,32,8,0,0,26,846,4,13,,,
ATL,Concourse F,5/11/2022,1700 - 1800,16,39,24,40,18,40,146,214,55,0,0,0,0,11,426,3,14,,,
ATL,Concourse F,5/11/2022,1800 - 1900,3,12,4,12,3,12,214,0,0,0,0,0,0,7,221,1,11,,,
ATL,Concourse F,5/11/2022,1900 - 2000,14,45,24,53,18,53,302,241,129,13,0,0,0,23,708,4,19,,,
ATL,Concourse F,5/11/2022,2000 - 2100,12,40,21,49,14,49,483,253,61,10,0,0,0,27,834,5,20,,,
ATL,Concourse E,5/12/2022,1300 - 1400,2,16,8,18,4,18,304,19,0,0,0,0,0,10,333,2,21,,,
ATL,Concourse E,5/12/2022,1400 - 1500,12,46,18,50,14,50,351,81,120,13,0,0,0,15,580,3,23,,,
ATL,Concourse E,5/12/2022,1500 - 1600,3,19,6,19,4,19,415,23,0,0,0,0,0,12,450,3,26,,,
ATL,Concourse E,5/12/2022,1600 - 1700,6,63,19,76,10,76,734,172,28,20,5,0,0,32,991,8,27,,,
ATL,Concourse E,5/12/2022,1700 - 1800,3,23,9,23,4,23,459,14,0,0,0,0,0,10,483,3,18,,,
ATL,Concourse E,5/12/2022,1800 - 1900,9,45,15,45,11,45,746,381,45,0,0,0,0,31,1203,8,26,,,
ATL,Concourse E,5/12/2022,1900 - 2000,7,35,10,28,8,35,524,91,10,0,0,0,0,18,643,4,25,,,
ATL,Concourse E,5/12/2022,2000 - 2100,5,37,11,39,7,39,287,48,23,0,0,0,0,11,369,2,14,,,
ATL,Concourse F,5/12/2022,0500 - 0600,9,29,13,29,11,29,213,130,0,0,0,0,0,3,346,2,11,,,
ATL,Concourse F,5/12/2022,0600 - 0700,2,25,10,25,8,25,173,47,0,0,0,0,0,6,226,1,10,,,
ATL,Concourse F,5/12/2022,0700 - 0800,5,16,13,29,10,29,190,70,0,0,0,0,0,7,267,1,8,,,
ATL,Concourse F,5/12/2022,1000 - 1100,8,20,30,56,22,56,106,54,40,37,0,0,0,8,245,1,5,,,
ATL,Concourse F,5/12/2022,1100 - 1200,13,45,32,55,21,55,183,98,83,57,0,0,0,13,434,3,13,,,
ATL,Concourse F,5/12/2022,1200 - 1300,2,13,7,14,3,14,197,0,0,0,0,0,0,7,204,1,13,,,
ATL,Concourse F,5/12/2022,1300 - 1400,1,11,5,15,4,15,138,0,0,0,0,0,0,5,143,1,12,,,
ATL,Concourse F,5/12/2022,1400 - 1500,7,52,32,55,21,55,363,79,203,59,0,0,0,21,725,4,15,,,
ATL,Concourse F,5/12/2022,1500 - 1600,5,21,11,26,7,26,154,27,0,0,0,0,0,5,186,1,13,,,
ATL,Concourse F,5/12/2022,1600 - 1700,8,91,40,99,21,99,514,190,80,58,89,13,0,30,974,6,17,,,
ATL,Concourse F,5/12/2022,1700 - 1800,0,3,4,10,1,10,92,0,0,0,0,0,0,3,95,1,8,,,
ATL,Concourse F,5/12/2022,1800 - 1900,3,18,7,18,4,18,223,4,0,0,0,0,0,6,233,1,15,,,
ATL,Concourse F,5/12/2022,1900 - 2000,6,20,10,21,6,21,157,14,0,0,0,0,0,6,177,1,11,,,
ATL,Concourse F,5/12/2022,2000 - 2100,18,58,23,57,19,58,113,233,60,5,0,0,0,13,424,3,13,,,
ATL,Concourse F,5/12/2022,2100 - 2200,4,12,6,12,4,12,99,0,0,0,0,0,0,1,100,1,11,,,
ATL,Concourse E,5/13/2022,0800 - 0900,0,12,8,20,6,20,161,28,0,0,0,0,0,2,191,1,8,,,
ATL,Concourse E,5/13/2022,1100 - 1200,2,9,1,8,2,9,162,0,0,0,0,0,0,4,166,1,4,,,
ATL,Concourse E,5/13/2022,1400 - 1500,23,54,29,53,25,54,395,306,451,121,0,0,0,42,1315,6,22,,,
ATL,Concourse E,5/13/2022,1500 - 1600,6,42,8,24,6,42,603,72,7,0,0,0,0,22,704,4,22,,,
ATL,Concourse E,5/13/2022,1600 - 1700,5,35,13,55,6,55,603,50,6,14,0,0,0,20,693,6,22,,,
ATL,Concourse E,5/13/2022,1700 - 1800,9,37,12,37,10,37,525,155,23,0,0,0,0,16,719,4,19,,,
ATL,Concourse E,5/13/2022,1800 - 1900,10,38,14,35,11,38,919,412,31,0,0,0,0,41,1403,9,26,,,
ATL,Concourse E,5/13/2022,1900 - 2000,7,32,15,40,10,40,659,255,38,0,0,0,0,28,980,5,25,,,
ATL,Concourse E,5/13/2022,2000 - 2100,17,53,10,45,16,53,241,128,66,22,0,0,0,13,470,3,25,,,
ATL,Concourse E,5/13/2022,2100 - 2200,15,22,19,34,16,34,19,73,2,0,0,0,0,3,97,1,14,,,
ATL,Concourse F,5/13/2022,0500 - 0600,8,32,16,33,12,33,222,115,16,0,0,0,0,6,359,2,10,,,
ATL,Concourse F,5/13/2022,0700 - 0800,1,12,12,22,8,22,145,51,0,0,0,0,0,4,200,1,7,,,
ATL,Concourse F,5/13/2022,0800 - 0900,3,19,9,19,4,19,192,12,0,0,0,0,0,6,210,1,8,,,
ATL,Concourse F,5/13/2022,1000 - 1100,13,34,24,61,18,61,183,91,41,31,1,0,0,11,358,2,7,,,
ATL,Concourse F,5/13/2022,1100 - 1200,17,48,22,50,18,50,174,106,96,16,0,0,0,10,402,2,8,,,
ATL,Concourse F,5/13/2022,1300 - 1400,10,47,23,64,16,64,260,87,37,27,11,0,0,11,433,2,11,,,
ATL,Concourse F,5/13/2022,1400 - 1500,19,45,42,66,33,66,43,70,111,60,12,0,0,10,306,2,15,,,
ATL,Concourse F,5/13/2022,1500 - 1600,6,22,20,45,10,45,254,86,9,0,0,0,0,10,359,2,16,,,
ATL,Concourse F,5/13/2022,1600 - 1700,13,87,47,95,29,95,269,157,76,114,88,6,0,29,739,3,16,,,
ATL,Concourse F,5/13/2022,1700 - 1800,15,47,30,49,25,49,58,80,68,16,0,0,0,11,233,1,17,,,
ATL,Concourse F,5/13/2022,1800 - 1900,7,23,9,25,7,25,495,88,0,0,0,0,0,14,597,3,17,,,
ATL,Concourse F,5/13/2022,2000 - 2100,19,62,21,68,19,68,525,134,233,70,5,0,0,40,1007,5,18,,,
ATL,Concourse F,5/13/2022,2100 - 2200,12,39,23,39,14,39,198,94,33,0,0,0,0,10,335,2,16,,,
ATL,Concourse E,5/14/2022,1300 - 1400,3,18,7,20,5,20,615,46,0,0,0,0,0,21,682,3,22,,,
ATL,Concourse E,5/14/2022,1400 - 1500,5,25,10,35,6,35,476,31,3,0,0,0,0,20,530,3,24,,,
ATL,Concourse E,5/14/2022,1500 - 1600,5,27,10,27,7,27,576,88,0,0,0,0,0,18,682,3,26,,,
ATL,Concourse E,5/14/2022,1600 - 1700,6,27,10,24,6,27,1201,159,0,0,0,0,0,30,1390,9,25,,,
ATL,Concourse E,5/14/2022,1700 - 1800,5,55,8,54,6,55,582,61,3,4,0,0,0,23,673,5,23,,,
ATL,Concourse E,5/14/2022,1800 - 1900,9,45,9,44,9,45,1145,239,71,0,0,0,0,38,1493,8,23,,,
ATL,Concourse E,5/14/2022,1900 - 2000,5,21,6,21,5,21,983,71,0,0,0,0,0,30,1084,7,22,,,
ATL,Concourse E,5/14/2022,2000 - 2100,5,19,9,39,5,39,165,8,1,0,0,0,0,6,180,1,18,,,
ATL,Concourse F,5/14/2022,0500 - 0600,2,24,8,24,6,24,296,31,0,0,0,0,0,11,338,2,10,,,
ATL,Concourse F,5/14/2022,0600 - 0700,6,19,10,19,8,19,155,25,0,0,0,0,0,3,183,1,10,,,
ATL,Concourse F,5/14/2022,0700 - 0800,2,20,8,23,6,23,384,31,0,0,0,0,0,14,429,2,9,,,
ATL,Concourse F,5/14/2022,1000 - 1100,5,17,21,39,13,39,250,88,45,0,0,0,0,7,390,2,8,,,
ATL,Concourse F,5/14/2022,1100 - 1200,4,20,9,23,6,23,329,32,0,0,0,0,0,10,371,2,6,,,
ATL,Concourse F,5/14/2022,1200 - 1300,14,31,20,36,16,36,182,189,46,0,0,0,0,12,429,2,14,,,
ATL,Concourse F,5/14/2022,1300 - 1400,2,15,4,14,3,15,105,0,0,0,0,0,0,4,109,1,11,,,
ATL,Concourse F,5/14/2022,1400 - 1500,4,27,18,39,12,39,496,255,44,0,0,0,0,24,819,4,18,,,
ATL,Concourse F,5/14/2022,1500 - 1600,3,31,15,35,7,35,604,118,16,0,0,0,0,19,757,4,18,,,
ATL,Concourse F,5/14/2022,1600 - 1700,7,49,21,49,13,49,553,182,72,15,0,0,0,31,853,4,18,,,
ATL,Concourse F,5/14/2022,1700 - 1800,12,37,13,30,12,37,406,213,22,0,0,0,0,16,657,3,13,,,
ATL,Concourse F,5/14/2022,1800 - 1900,4,17,7,17,4,17,324,3,0,0,0,0,0,9,336,2,12,,,
ATL,Concourse F,5/14/2022,1900 - 2000,11,54,22,63,17,63,232,120,16,30,6,0,0,17,421,2,15,,,
ATL,Concourse F,5/14/2022,2000 - 2100,10,45,25,46,12,46,779,258,87,2,0,0,0,35,1161,6,17,,,
ATL,Concourse F,5/14/2022,2100 - 2200,5,33,10,34,5,34,382,54,3,0,0,0,0,9,448,3,16,,,
ATL,Concourse E,5/15/2022,0700 - 0800,0,10,9,27,5,27,136,24,0,0,0,0,0,5,165,1,8,,,
ATL,Concourse E,5/15/2022,1300 - 1400,5,24,6,22,6,24,137,12,0,0,0,0,0,5,154,1,20,,,
ATL,Concourse E,5/15/2022,1400 - 1500,9,44,15,73,10,73,733,158,95,4,12,0,0,30,1032,4,23,,,
ATL,Concourse E,5/15/2022,1500 - 1600,7,23,13,26,9,26,378,125,0,0,0,0,0,14,517,3,21,,,
ATL,Concourse E,5/15/2022,1600 - 1700,8,37,16,37,11,37,726,381,41,0,0,0,0,33,1181,7,21,,,
ATL,Concourse E,5/15/2022,1700 - 1800,14,40,20,48,15,48,460,239,129,9,0,0,0,27,864,5,21,,,
ATL,Concourse E,5/15/2022,1800 - 1900,9,42,13,42,10,42,650,245,15,0,0,0,0,20,930,6,22,,,
ATL,Concourse E,5/15/2022,1900 - 2000,5,26,6,20,5,26,1080,35,0,0,0,0,0,27,1142,6,21,,,
ATL,Concourse E,5/15/2022,2000 - 2100,2,14,4,7,2,14,182,0,0,0,0,0,0,6,188,1,15,,,
ATL,Concourse F,5/15/2022,0500 - 0600,5,20,11,27,8,27,428,98,0,0,0,0,0,15,541,3,11,,,
ATL,Concourse F,5/15/2022,0700 - 0800,7,32,34,52,25,52,87,50,72,44,0,0,0,8,261,1,8,,,
ATL,Concourse F,5/15/2022,0800 - 0900,8,18,11,18,9,18,165,33,0,0,0,0,0,3,201,1,8,,,
ATL,Concourse F,5/15/2022,1000 - 1100,22,50,22,54,22,54,138,143,120,20,0,0,0,11,432,2,6,,,
ATL,Concourse F,5/15/2022,1100 - 1200,14,35,20,39,16,39,261,252,49,0,0,0,0,14,576,3,6,,,
ATL,Concourse F,5/15/2022,1200 - 1300,6,25,14,36,8,36,331,80,4,0,0,0,0,13,428,2,9,,,
ATL,Concourse F,5/15/2022,1400 - 1500,21,69,51,87,37,87,254,115,262,104,248,0,0,30,1013,5,16,,,
ATL,Concourse F,5/15/2022,1600 - 1700,4,30,13,30,7,30,321,73,0,0,0,0,0,10,404,3,13,,,
ATL,Concourse F,5/15/2022,1700 - 1800,13,74,41,81,24,81,409,275,93,102,108,0,0,39,1026,4,17,,,
ATL,Concourse F,5/15/2022,1800 - 1900,14,23,17,23,14,23,86,94,0,0,0,0,0,5,185,1,8,,,
ATL,Concourse F,5/15/2022,1900 - 2000,3,18,5,12,3,18,471,7,0,0,0,0,0,13,491,2,16,,,
ATL,Concourse F,5/15/2022,2000 - 2100,8,32,13,34,10,34,789,267,11,0,0,0,0,38,1105,5,19,,,
ATL,Concourse F,5/15/2022,2100 - 2200,3,15,4,15,3,15,674,0,0,0,0,0,0,17,691,4,21,,,
ATL,Concourse E,5/16/2022,1300 - 1400,12,71,18,73,15,73,395,201,33,3,22,0,0,15,669,3,21,,,
ATL,Concourse E,5/16/2022,1400 - 1500,9,33,16,58,11,58,439,181,18,5,0,0,0,17,660,3,20,,,
ATL,Concourse E,5/16/2022,1500 - 1600,6,34,13,34,10,34,296,118,10,0,0,0,0,12,436,3,21,,,
ATL,Concourse E,5/16/2022,1600 - 1700,12,59,23,65,14,65,507,94,92,46,13,0,0,18,770,6,19,,,
ATL,Concourse E,5/16/2022,1700 - 1800,14,43,11,43,14,43,318,227,52,0,0,0,0,18,615,4,21,,,
ATL,Concourse E,5/16/2022,1800 - 1900,10,45,17,45,12,45,733,391,55,0,0,0,0,34,1213,7,27,,,
ATL,Concourse E,5/16/2022,1900 - 2000,5,31,17,53,9,53,1019,141,53,20,0,0,0,38,1271,6,28,,,
ATL,Concourse F,5/16/2022,0500 - 0600,2,12,4,13,3,13,163,0,0,0,0,0,0,3,166,1,9,,,
ATL,Concourse F,5/16/2022,0600 - 0700,4,28,14,32,10,32,265,92,7,0,0,0,0,8,372,2,9,,,
ATL,Concourse F,5/16/2022,0700 - 0800,9,22,17,30,14,30,141,127,0,0,0,0,0,7,275,1,7,,,
ATL,Concourse F,5/16/2022,0900 - 1000,7,17,17,34,15,34,111,79,13,0,0,0,0,5,208,1,6,,,
ATL,Concourse F,5/16/2022,1000 - 1100,7,15,5,11,7,15,187,0,0,0,0,0,0,5,192,1,5,,,
ATL,Concourse F,5/16/2022,1100 - 1200,7,22,9,22,8,22,348,53,0,0,0,0,0,9,410,2,6,,,
ATL,Concourse F,5/16/2022,1200 - 1300,7,23,12,24,9,24,195,65,0,0,0,0,0,9,269,1,6,,,
ATL,Concourse F,5/16/2022,1300 - 1400,6,19,35,70,27,70,214,46,111,82,34,0,0,13,500,2,8,,,
ATL,Concourse F,5/16/2022,1400 - 1500,23,68,54,78,37,78,116,121,131,91,122,0,0,18,599,3,12,,,
ATL,Concourse F,5/16/2022,1500 - 1600,6,29,24,32,12,32,85,40,3,0,0,0,0,4,132,1,12,,,
ATL,Concourse F,5/16/2022,1600 - 1700,28,75,47,90,38,90,105,103,172,79,130,0,0,19,608,3,13,,,
ATL,Concourse F,5/16/2022,1700 - 1800,27,85,55,85,42,85,76,94,153,12,176,0,0,15,526,3,15,,,
ATL,Concourse F,5/16/2022,1800 - 1900,17,29,23,29,17,29,110,205,0,0,0,0,0,10,325,2,14,,,
ATL,Concourse F,5/16/2022,2000 - 2100,8,37,18,34,10,37,1123,285,23,0,0,0,0,49,1480,8,22,,,
ATL,Concourse F,5/16/2022,2100 - 2200,1,7,2,7,1,7,236,0,0,0,0,0,0,6,242,1,17,,,
ATL,Concourse E,5/17/2022,1300 - 1400,5,20,7,20,5,20,245,27,0,0,0,0,0,7,279,1,18,,,
ATL,Concourse E,5/17/2022,1400 - 1500,5,25,10,29,6,29,359,30,0,0,0,0,0,15,404,2,14,,,
ATL,Concourse E,5/17/2022,1500 - 1600,8,28,7,26,8,28,352,105,0,0,0,0,0,9,466,3,21,,,
ATL,Concourse E,5/17/2022,1600 - 1700,11,42,13,46,11,46,581,124,97,1,0,0,0,24,827,6,18,,,
ATL,Concourse E,5/17/2022,1700 - 1800,20,74,28,86,22,86,436,421,192,50,66,0,0,37,1202,7,20,,,
ATL,Concourse E,5/17/2022,1800 - 1900,25,60,29,63,26,63,393,556,654,97,8,0,0,45,1753,11,22,,,
ATL,Concourse E,5/17/2022,1900 - 2000,17,31,18,32,17,32,157,394,7,0,0,0,0,14,572,4,23,,,
ATL,Concourse E,5/17/2022,2000 - 2100,5,27,15,39,7,39,462,55,17,0,0,0,0,18,552,2,16,,,
ATL,Concourse F,5/17/2022,0100 - 0200,15,30,14,32,14,32,70,69,5,0,0,0,0,4,148,1,3,,,
ATL,Concourse F,5/17/2022,0500 - 0600,4,23,5,23,4,23,323,22,0,0,0,0,0,7,352,2,11,,,
ATL,Concourse F,5/17/2022,0600 - 0700,4,24,9,25,8,25,136,32,0,0,0,0,0,5,173,1,10,,,
ATL,Concourse F,5/17/2022,0700 - 0800,3,15,16,25,10,25,139,77,0,0,0,0,0,7,223,1,8,,,
ATL,Concourse F,5/17/2022,0800 - 0900,5,16,10,24,7,24,398,49,0,0,0,0,0,7,454,2,10,,,
ATL,Concourse F,5/17/2022,1000 - 1100,7,28,13,32,9,32,348,61,14,0,0,0,0,14,437,2,8,,,
ATL,Concourse F,5/17/2022,1100 - 1200,6,26,13,26,8,26,400,102,0,0,0,0,0,16,518,3,8,,,
ATL,Concourse F,5/17/2022,1200 - 1300,2,10,5,10,2,10,231,0,0,0,0,0,0,4,235,1,10,,,
ATL,Concourse F,5/17/2022,1300 - 1400,27,47,17,67,24,67,162,93,163,8,18,0,0,13,457,2,12,,,
ATL,Concourse F,5/17/2022,1400 - 1500,7,39,28,53,18,53,282,105,142,16,0,0,0,17,562,3,13,,,
ATL,Concourse F,5/17/2022,1500 - 1600,5,14,8,20,5,20,280,8,0,0,0,0,0,9,297,2,12,,,
ATL,Concourse F,5/17/2022,1600 - 1700,23,111,52,111,35,111,179,260,200,116,89,36,0,28,908,4,16,,,
ATL,Concourse F,5/17/2022,1700 - 1800,32,59,56,76,37,76,21,4,68,23,13,0,0,4,133,1,11,,,
ATL,Concourse F,5/17/2022,1900 - 2000,14,26,18,26,15,26,83,80,0,0,0,0,0,10,173,1,13,,,
ATL,Concourse F,5/17/2022,2000 - 2100,19,48,23,51,20,51,289,301,143,28,0,0,0,26,787,5,14,,,
ATL,Concourse E,5/18/2022,1300 - 1400,4,21,13,29,8,29,298,92,0,0,0,0,0,10,400,2,19,,,
ATL,Concourse E,5/18/2022,1400 - 1500,4,21,15,47,9,47,453,75,38,5,0,0,0,16,587,3,18,,,
ATL,Concourse E,5/18/2022,1500 - 1600,3,15,5,20,4,20,247,2,0,0,0,0,0,8,257,2,19,,,
